"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","pregnancyratetotal","pregnanciestotal","notes","versiondate"
"MI",2000,7.6,42.2,123,74.8,76.3,174.1,180.6,131.1,54.3,11.4,540,8860,17450,26320,26860,55950,58570,46240,21380,4690,99.2,213690,""," 1 Mar 2021"
"MI",2005,7.2,32.4,103.3,60,61.5,152,182.1,132.6,59.4,12.9,550,7240,14770,22010,22560,51680,54270,43000,20690,4980,95.5,197170,""," 1 Mar 2021"
"MI",2006,5.9,31.6,103.8,59.7,60.8,150.5,179,135.5,59.4,12.4,440,7180,14930,22110,22560,50460,54280,41680,20610,4680,95.2,194270,""," 1 Mar 2021"
"MI",2007,5.9,31.3,102.8,59,60.1,148.4,174.9,135.7,59,12.6,420,7150,14880,22030,22450,49090,53300,40090,20150,4600,94.4,189670,""," 1 Mar 2021"
"MI",2008,5.6,31.2,98.7,58.4,59.4,146.8,172.3,135.1,57.8,12.7,390,6910,14730,21640,22030,48190,52040,39100,19170,4480,93.7,185010,""," 1 Mar 2021"
"MI",2009,4.9,29.2,95.7,56.7,57.6,141.6,167.2,132.6,55.2,13,330,6280,14500,20790,21120,46390,49760,38160,17670,4410,91.6,177500,""," 1 Mar 2021"
"MI",2010,4.5,26,89.5,52.3,53.1,134.2,163.6,130.8,56.5,13.2,300,5450,13240,18680,18980,44710,48030,37860,17290,4420,89.5,171280,""," 1 Mar 2021"
"MI",2011,3.9,22.4,83.2,47.4,48.1,130,163.9,130.9,56.9,13.3,250,4580,11920,16510,16760,44870,47870,38420,16650,4430,88.7,169000,""," 1 Mar 2021"
"MI",2012,3.9,20.6,76.4,43.5,44.2,125.1,164.1,132,57.9,13.2,250,4150,10680,14840,15090,44590,47690,39090,16560,4360,88.1,167370,""," 1 Mar 2021"
"MI",2013,2.9,18,69.9,39.2,39.8,122.6,164.4,134,60.4,13.8,190,3580,9580,13160,13350,44420,48100,39950,17180,4450,88.3,167450,""," 1 Mar 2021"
"MI",2014,2.3,15.5,64.4,35.3,35.7,119.6,166.5,138.1,61.9,13.5,150,3060,8630,11690,11840,43560,49750,41060,17710,4270,88.9,168190,""," 1 Mar 2021"
"MI",2015,2.5,13.5,59.1,31.9,32.4,114,164.2,140.1,63.3,13.7,160,2650,7840,10490,10650,40840,50620,41390,18340,4160,88.1,166000,""," 1 Mar 2021"
"MI",2016,1.8,12.8,54.2,29.5,29.8,110,159.7,143.7,64.3,14.2,110,2500,7150,9660,9770,38500,51300,42440,18940,4140,87.8,165090,""," 1 Mar 2021"
"MI",2017,2.3,12,50,27.4,27.9,104.8,156.5,141.7,64.2,15.3,140,2320,6570,8890,9030,36050,52000,41840,19160,4370,86.5,162450,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MN",1988,6.4,41.2,107.5,69,70.2,151.5,172.3,109.6,40.6,7.7,170,3680,6930,10610,10790,25300,33960,21220,6910,1060,97.2,99240,""," 1 Mar 2021"
"MN",1992,7.3,36.5,105.3,63.5,65.1,143.9,169.1,115.2,45.4,10,230,3210,6000,9210,9430,22230,29700,23680,8610,1670,91.9,95330,""," 1 Mar 2021"
"MN",1996,5.1,33.1,92.2,55.8,56.8,134.9,162.7,122.5,49.7,10.1,180,3430,5930,9360,9550,19410,26540,23990,10390,1900,85.9,91790,""," 1 Mar 2021"
"MN",2000,4.9,26.1,85.7,49.7,50.7,135.3,169,142.4,56.6,12.6,180,2890,6240,9130,9310,21610,26490,24930,11540,2570,89,96460,""," 1 Mar 2021"
"MN",2005,3.4,20.6,75.6,42.3,42.9,128.6,182.4,148.9,69.5,14.1,120,2330,5570,7910,8030,23060,29510,24100,12250,2870,93.3,99810,""," 1 Mar 2021"
"MN",2006,3.8,22.9,78.1,44.4,45.2,131.9,187.3,152.6,71.1,14.2,140,2610,5680,8290,8430,23950,31090,24230,12500,2800,96.6,103000,""," 1 Mar 2021"
"MN",2007,3.9,22.5,81,45.5,46.2,132.7,182.7,153.7,68.9,14.2,140,2540,5920,8460,8600,23720,31870,24470,11940,2700,97.3,103310,""," 1 Mar 2021"
"MN",2008,3.8,20.7,75,42.5,43.2,126.6,175.3,151.7,67.9,14.9,130,2280,5560,7850,7980,22470,31510,24530,11540,2720,95.4,100740,""," 1 Mar 2021"
"MN",2009,2.7,18.5,69.4,39,39.5,120.9,168.4,148.6,66.6,15.5,90,2000,5080,7080,7170,21330,30840,24600,11030,2760,93,97730,""," 1 Mar 2021"
"MN",2010,3.1,16.3,63.7,35.4,36,112.3,162,148.1,66.5,15.5,110,1750,4620,6370,6470,19570,29950,25120,10730,2720,90.5,94570,""," 1 Mar 2021"
"MN",2011,2.4,14.7,55,31.3,31.8,107.1,161.1,149.3,68.6,16,80,1550,4070,5620,5700,18550,29680,26290,10810,2790,89.8,93840,""," 1 Mar 2021"
"MN",2012,2.7,13.7,51.5,29.3,29.8,105.1,160.1,150,69.2,16,90,1440,3760,5190,5290,18360,29130,27230,10910,2750,89.6,93670,""," 1 Mar 2021"
"MN",2013,1.9,11.5,48,26.4,26.8,98.9,161.2,152.1,70.7,15.3,70,1190,3430,4620,4690,17520,29060,28280,11400,2570,89.2,93520,""," 1 Mar 2021"
"MN",2014,1.7,10.8,43.5,24,24.4,94.5,161.4,155.4,72.8,15.9,60,1130,3070,4200,4260,16900,28870,29350,12040,2620,89.4,94040,""," 1 Mar 2021"
"MN",2015,1.3,9.1,40.2,21.5,21.8,89.7,161.7,158.8,75.1,16.1,50,950,2800,3750,3800,16090,28670,30140,12810,2590,89.5,94100,""," 1 Mar 2021"
"MN",2016,1.4,8.5,38.4,20.3,20.6,85.5,161.4,160.1,76.6,17.1,50,890,2670,3560,3600,15380,28550,30430,13600,2680,89.3,94250,""," 1 Mar 2021"
"MN",2017,0.8,7.9,37.8,19.7,19.9,83.6,154.8,161,75.7,17.7,30,830,2620,3440,3470,14910,27850,30480,13930,2780,87.9,93430,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MO",1988,15.3,60.8,152.8,99.4,102.1,181.6,161.7,95.7,35.5,7.3,500,6540,11900,18440,18940,35010,35670,20560,6740,1200,101.1,118120,""," 1 Mar 2021"
"MO",1992,13,60.4,158.6,99.8,102.5,178.2,160.7,98.1,38.5,7.1,460,6230,10960,17190,17640,33000,31460,21890,8090,1330,96.6,113420,""," 1 Mar 2021"
"MO",1996,10,47.8,132.5,80.9,83,165.7,152.9,102.2,41,8.5,400,5620,9990,15610,16010,29090,28430,21600,9360,1770,88.4,106250,""," 1 Mar 2021"
"MO",2000,6.9,39.3,123.9,73.7,75.1,170,165.4,114.7,45.7,10.2,280,4730,10230,14960,15240,31660,29870,21670,10170,2300,91.9,110910,""," 1 Mar 2021"
"MO",2005,5.7,30.9,109.6,62.3,63.4,159.1,168.6,117.4,51.4,10.9,240,3830,9030,12860,13100,32950,31000,21450,9800,2420,92.8,110730,""," 1 Mar 2021"
"MO",2006,5.8,33.9,114.5,65.8,66.9,165,169.9,120,51.8,10.9,240,4270,9440,13710,13950,33930,32710,21340,9940,2360,95.8,114240,""," 1 Mar 2021"
"MO",2007,5.4,32.6,117.2,66.1,67.2,167.1,170.1,119.9,51.2,10.6,220,4140,9750,13890,14110,34120,33580,21250,9830,2210,96.8,115090,""," 1 Mar 2021"
"MO",2008,5.2,32.1,112.2,64.7,65.6,162.1,167.3,120.5,50.9,11.2,200,4010,9610,13610,13820,33060,33600,21410,9700,2240,96.1,113840,""," 1 Mar 2021"
"MO",2009,3.5,29.1,103.4,59.9,60.6,155,158.4,119.7,49.6,10.8,140,3560,8990,12560,12690,31610,32110,21740,9340,2100,92.9,109590,""," 1 Mar 2021"
"MO",2010,3.6,25.3,95.1,54.4,55.1,142.1,155.8,117,49.4,11.1,140,3040,8160,11200,11330,29310,31460,21920,9090,2120,89.4,105230,""," 1 Mar 2021"
"MO",2011,3.7,23.7,88.6,50.5,51.2,137.6,152.9,119,50.4,11.2,140,2800,7360,10150,10290,28840,30850,22870,9000,2150,88.5,104000,""," 1 Mar 2021"
"MO",2012,3.4,20.9,85,47,47.7,132.2,152.9,119.1,51.3,11.6,130,2430,6790,9220,9350,28180,30590,23300,9070,2220,87.5,102720,""," 1 Mar 2021"
"MO",2013,2.5,18.3,80.1,43.2,43.7,127.9,154.7,120.7,52.1,10.9,90,2120,6240,8360,8460,27450,30740,24070,9260,2060,86.9,102030,""," 1 Mar 2021"
"MO",2014,2.3,16.6,71.5,38.5,38.9,123.8,152,122.2,53.1,11.3,90,1920,5460,7390,7480,26430,30410,24530,9590,2110,85.7,100530,""," 1 Mar 2021"
"MO",2015,2.1,14.8,67.8,35.7,36.2,122.5,152.7,124.7,54.6,10.9,80,1730,5150,6870,6960,25840,30850,24950,10100,1990,85.9,100680,""," 1 Mar 2021"
"MO",2016,1.6,13.9,64.5,33.8,34.1,120,152.7,126.3,57,11.9,60,1630,4880,6500,6570,24710,31320,25240,10830,2100,86.2,100750,""," 1 Mar 2021"
"MO",2017,1.6,13.1,62.9,32.8,33.1,115.3,146.5,125.6,56.3,11.9,60,1510,4760,6280,6340,23280,30680,25010,10910,2090,84,98310,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MS",1988,25.8,78.1,145.9,106.4,111,178.3,139.2,77.3,29,6.5,520,5160,6890,12050,12580,18990,14950,7920,2670,510,96,57620,""," 1 Mar 2021"
"MS",1992,26.6,85.9,172.6,121.4,126.7,190.5,150.3,82.2,30.4,6.2,550,5350,7450,12800,13350,20960,14410,8550,3110,560,100.2,60930,""," 1 Mar 2021"
"MS",1996,22.4,71.3,156.4,105.5,109.9,183,144.5,85.5,32.7,6.8,500,4860,7180,12040,12540,19500,14330,8480,3570,690,93.8,59110,""," 1 Mar 2021"
"MS",2000,19.4,63,154.9,101.6,105.2,202.1,159.9,90.5,35.9,8.2,410,4180,7460,11640,12060,21600,15630,8760,3910,900,99,62860,""," 1 Mar 2021"
"MS",2005,15,44.7,137.7,82.2,85.2,188.5,163.5,95.6,37.1,7.9,320,2930,6110,9040,9360,20910,15720,9180,3570,860,96.5,59600,""," 1 Mar 2021"
"MS",2006,12,53.4,151.9,92.7,95.1,208.5,173.7,99.4,40.7,8.2,260,3530,6680,10210,10470,22430,17020,9220,3940,860,104.8,63940,""," 1 Mar 2021"
"MS",2007,11.8,54.7,156.1,95.7,98,207.5,174.2,100.3,40.6,8.5,250,3630,7040,10670,10920,21930,17520,9230,3970,860,105.7,64420,""," 1 Mar 2021"
"MS",2008,11.3,48.5,147.9,89.9,91.9,202.2,169.7,101.5,40.3,8.9,230,3190,6920,10100,10340,21210,17220,9350,3960,880,103.5,62960,""," 1 Mar 2021"
"MS",2009,11.6,46.5,140.6,85.9,88,190,161.1,98.2,38.5,8.3,230,3020,6570,9590,9830,19910,16400,9210,3740,800,98.8,59880,""," 1 Mar 2021"
"MS",2010,9,42.5,124.2,76.7,78.3,171.7,157.2,92.2,37.3,8.2,180,2710,5700,8410,8590,18240,15770,8870,3560,780,92.4,55820,""," 1 Mar 2021"
"MS",2011,9.5,35.7,117.5,69.6,71.4,168.1,156.9,95.4,37,8.2,190,2220,5170,7390,7580,18400,15630,9340,3440,790,91.5,55200,""," 1 Mar 2021"
"MS",2012,8.1,31,109.3,63.4,65,157.7,152.8,95.9,39.3,8.3,160,1890,4700,6590,6750,17620,15020,9490,3630,810,88.5,53310,""," 1 Mar 2021"
"MS",2013,5.7,27.6,101.1,58.2,59.3,152,156.8,98.6,38.7,8.3,120,1660,4320,5990,6100,17210,15290,9820,3570,810,87.6,52800,""," 1 Mar 2021"
"MS",2014,5.5,24.3,92.5,52.1,53.2,154.4,155.2,100.7,40.1,8.1,120,1460,3850,5310,5430,17310,15350,9970,3750,780,87.5,52580,""," 1 Mar 2021"
"MS",2015,5.8,22.3,84.7,47.2,48.4,150,155.9,102.3,43,8.2,120,1370,3450,4820,4940,16450,15660,10010,4080,770,86.6,51900,""," 1 Mar 2021"
"MS",2016,4.4,20.9,78.9,44.2,45,146.6,152.9,106,44.5,8.3,90,1280,3230,4510,4600,15570,15660,10260,4280,760,85.8,51120,""," 1 Mar 2021"
"MS",2017,3.9,19,77.3,42.6,43.4,145.9,151,104.9,43.3,8.9,70,1140,3190,4330,4400,15130,15710,10000,4200,810,84.8,50250,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"MT",1988,4.2,47.6,117.7,74.6,75.4,180.6,168,96.9,35.6,6.9,20,840,1300,2130,2160,4670,5100,3340,1160,180,93.3,16620,""," 1 Mar 2021"
"MT",1992,7.9,49.2,133.2,81.1,82.7,189.1,184.2,105.9,40.9,8.5,50,890,1480,2370,2420,4660,4560,3490,1460,270,94,16860,""," 1 Mar 2021"
"MT",1996,5.8,38.3,111.4,66.1,67.3,155.2,174.6,106.5,40.9,9.4,40,800,1430,2230,2270,4230,4170,3130,1530,360,82.6,15700,""," 1 Mar 2021"
"MT",2000,3.5,32.9,103.9,59.9,60.6,160.3,167.7,112.1,45.7,10.6,20,710,1370,2080,2100,4520,4100,2930,1530,410,84.1,15590,""," 1 Mar 2021"
"MT",2005,4,30.2,94.7,55.4,56.2,141.4,175.8,120.2,54.5,11.7,30,630,1270,1900,1930,4740,4410,3150,1490,400,89.1,16120,""," 1 Mar 2021"
"MT",2006,3.6,28.4,103.2,57.6,58.3,149.2,188.9,126.7,56.8,12.7,20,590,1380,1970,1990,5070,4960,3270,1570,420,95.6,17280,""," 1 Mar 2021"
"MT",2007,2.6,27.2,98.6,55,55.5,153.1,175.9,128.3,57,12.2,20,560,1310,1870,1890,5030,5010,3340,1600,390,95.3,17250,""," 1 Mar 2021"
"MT",2008,3.9,29.3,103.6,59.1,59.8,150.8,174.4,127,52.7,11.5,20,590,1400,1990,2020,4950,5170,3410,1470,350,95.9,17360,""," 1 Mar 2021"
"MT",2009,1.7,29.5,98.7,57.9,58.3,145.1,166.1,122.8,53.5,12.2,10,570,1340,1910,1920,4700,5050,3420,1470,350,94,16910,""," 1 Mar 2021"
"MT",2010,4.3,21.4,97.9,52.9,53.7,139.8,156.6,126.2,57.3,12.5,30,400,1290,1700,1720,4530,4860,3630,1550,360,92.5,16650,""," 1 Mar 2021"
"MT",2011,2.4,21.1,82.6,46.7,47.1,137.9,161.6,125.4,54.2,14.1,10,390,1090,1480,1490,4600,5010,3730,1440,400,92.1,16670,""," 1 Mar 2021"
"MT",2012,3.2,20.3,77.9,44.1,44.7,128.3,162.1,125.6,60.2,12.3,20,370,1000,1360,1380,4380,4980,3820,1630,350,90.9,16550,""," 1 Mar 2021"
"MT",2013,2.9,19.2,73,41.1,41.7,126.2,166.1,124.1,59.1,12.2,20,350,910,1260,1280,4400,5110,3880,1640,350,90.6,16680,""," 1 Mar 2021"
"MT",2014,1.9,19.5,69,39.3,39.7,115.9,165.2,129.7,57.2,14,10,350,840,1190,1210,4080,5130,4140,1640,390,89.5,16590,""," 1 Mar 2021"
"MT",2015,1.9,16.1,69.6,37.5,37.9,113.3,162.7,134.9,60.3,14.1,10,290,840,1130,1150,3980,5140,4330,1800,390,90,16780,""," 1 Mar 2021"
"MT",2016,NA,14.8,63.4,34.2,34.5,108.3,156.2,129.9,61.6,16.1,NA,270,770,1040,1050,3780,5070,4190,1900,440,87.2,16430,""," 1 Mar 2021"
"MT",2017,1.9,NA,NA,31.8,32.2,102.2,142.9,128.6,60.1,14.7,10,NA,NA,970,980,3550,4810,4150,1920,410,82.7,15820,"Suppressed data for <15 and 40+ estimated based on relative percent distribution from 2016"," 1 Mar 2021"
"NC",1988,23.4,85.3,167.4,121,124.9,188,145.1,89.6,31.7,5.8,980,12090,18270,30360,31340,50560,42970,24710,8140,1310,101,159030,""," 1 Mar 2021"
"NC",1992,19.2,78.5,177.4,120,123.8,183.7,151,94.9,36.3,6.7,840,10300,16870,27170,28010,51510,42340,28160,10400,1730,99.5,162160,""," 1 Mar 2021"
"NC",1996,15.7,67.4,152,102.6,105.7,177.5,138.9,100.3,39.9,8.2,760,9660,15520,25180,25940,45940,42210,30390,12670,2400,92.6,159540,""," 1 Mar 2021"
"NC",2000,13.1,54.4,149.8,94.7,97.3,190.8,165.5,117.7,48.3,10,680,8230,16580,24820,25500,52680,48430,35660,15870,3210,101.6,181360,""," 1 Mar 2021"
"NC",2005,9.1,40.4,122,73.4,75.3,171.9,166,123,56,11.5,550,7130,14640,21770,22320,50280,47960,38060,17860,3940,97.6,180420,""," 1 Mar 2021"
"NC",2006,8,39.9,126,74.5,76.1,176,167.2,124.7,57,11.9,480,7290,15490,22780,23260,52550,49750,38000,18780,4060,99.3,186400,""," 1 Mar 2021"
"NC",2007,7.7,39.8,125.5,74.5,76,174.4,166.7,126.9,58,12.2,470,7440,15990,23430,23900,53170,50980,38640,19640,4160,99.7,190490,""," 1 Mar 2021"
"NC",2008,7.4,39,119.5,72.4,73.8,167.7,162.9,125.8,56.2,12.4,450,7290,15900,23190,23640,52230,50810,38820,19220,4200,97.7,188910,""," 1 Mar 2021"
"NC",2009,6.4,35.4,111.6,67.5,68.8,160.7,156,121.2,55,12.5,390,6590,15220,21810,22200,51290,49000,37990,18710,4200,94.2,183390,""," 1 Mar 2021"
"NC",2010,5.7,31.6,97.4,59.4,60.5,150.8,151.6,119.4,55.3,13.1,350,5860,13210,19070,19410,49330,47950,37690,18420,4460,90.8,177260,""," 1 Mar 2021"
"NC",2011,5.3,25.8,90.1,52.8,53.9,140.9,148.2,120.1,55.7,12.9,320,4750,12050,16800,17130,47010,47100,38370,17980,4470,87.9,172050,""," 1 Mar 2021"
"NC",2012,4.4,24.2,83,48.9,49.7,138.3,149,122.3,57.5,12.9,280,4440,11030,15470,15750,46860,47480,39430,18330,4520,87.7,172360,""," 1 Mar 2021"
"NC",2013,3.8,20.8,77.3,44.3,45.1,134.8,149.1,124.1,59.1,13.2,240,3860,10200,14060,14300,46100,48140,40360,18800,4630,87.2,172340,""," 1 Mar 2021"
"NC",2014,3.4,19.1,70.4,40.1,40.8,132.5,151.1,127.5,61.5,13.9,220,3600,9190,12790,13010,45220,50000,41520,19660,4810,87.9,174230,""," 1 Mar 2021"
"NC",2015,2.9,17.1,64.9,36.4,36.9,127.7,147.8,129.3,62.5,13.9,190,3300,8470,11770,11960,43250,50120,42120,20220,4700,86.6,172360,""," 1 Mar 2021"
"NC",2016,2.5,15,58.7,32.9,33.3,119.4,145,130.5,63.5,14.4,160,2950,7960,10910,11060,40340,50630,42880,20930,4740,85,170580,""," 1 Mar 2021"
"NC",2017,2.4,14.1,57.4,31.9,32.3,119.7,143.2,129.7,64.3,15.4,150,2770,7890,10660,10810,40230,51150,43070,21450,5010,85,171720,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"ND",1988,2.4,28.2,104.1,59.4,59.9,157.5,176.2,99.2,34.6,5.6,10,390,1010,1410,1420,3880,4870,2700,810,100,95.3,13780,""," 1 Mar 2021"
"ND",1992,3.2,29.2,105.5,58.9,59.6,140.6,165.3,104.4,35.9,7.2,10,390,900,1300,1310,3260,3620,2630,900,160,85.5,11880,""," 1 Mar 2021"
"ND",1996,2.3,27.5,82.9,49.7,50.2,133.7,157.3,111.2,41.3,6.5,10,410,830,1250,1260,2970,3330,2380,1070,160,79.3,11170,""," 1 Mar 2021"
"ND",2000,2.1,20.1,71.2,41.4,41.8,113.7,169.5,117.1,41.7,8.5,10,300,770,1070,1080,2700,3110,2170,970,220,75.8,10250,""," 1 Mar 2021"
"ND",2005,NA,20.5,64.7,40.7,41,108.5,207.8,124.7,51.4,8,NA,270,720,1000,1000,3120,3490,2310,940,180,85.3,11050,""," 1 Mar 2021"
"ND",2006,2.7,18.1,63.8,38.4,38.9,108.1,212.3,125.2,55,10.5,10,240,690,930,940,3160,3750,2280,980,230,88.1,11330,""," 1 Mar 2021"
"ND",2007,3.4,22.5,66.9,42.5,43.1,114.7,199.6,128.4,51.1,9.7,10,290,720,1010,1030,3210,3930,2330,920,200,90.6,11610,""," 1 Mar 2021"
"ND",2008,3.1,20.7,68.3,42.5,43,116.7,192.3,130.5,54.3,11.3,10,260,740,1000,1010,3230,4040,2360,970,220,92.7,11840,""," 1 Mar 2021"
"ND",2009,NA,20.6,67.3,42.2,42.5,113.2,182.5,133,57.4,11.1,NA,260,720,980,980,3110,4050,2520,1030,210,92.6,11900,""," 1 Mar 2021"
"ND",2010,2.8,20.4,66.9,41.8,42.3,108.7,181.3,137.4,52.6,10.8,10,250,700,960,970,2990,4230,2680,940,200,92.6,12000,""," 1 Mar 2021"
"ND",2011,3.8,15.6,69.1,40.3,41,110.4,181.1,137.3,58.4,12.7,20,190,730,920,930,3140,4290,2830,1030,240,94.6,12460,""," 1 Mar 2021"
"ND",2012,2.6,17.7,61.5,37.8,38.2,112.2,185.6,147.6,57.3,9.4,10,220,640,860,870,3330,4490,3230,1040,180,97.1,13130,""," 1 Mar 2021"
"ND",2013,3.1,14.6,57.7,34.1,34.7,106.8,192,146.7,61.2,11.5,10,180,600,790,800,3330,4760,3430,1170,220,97.7,13710,""," 1 Mar 2021"
"ND",2014,NA,12.9,59.7,34.2,34.6,110.9,196.9,158.7,66.1,12.5,NA,160,630,790,800,3530,5040,3830,1320,230,102.9,14750,""," 1 Mar 2021"
"ND",2015,NA,14,53.1,31.6,31.9,105.8,189.3,153.6,65.5,13.1,NA,180,550,730,740,3400,5090,3820,1370,250,99.9,14670,""," 1 Mar 2021"
"ND",2016,NA,12.8,49.2,29.1,29.4,100.1,190.6,159.8,66.8,16.5,NA,160,500,660,670,3110,5180,4000,1450,310,100.5,14720,""," 1 Mar 2021"
"ND",2017,NA,NA,NA,24.3,24.4,94,175.8,159.5,66.1,15.1,NA,NA,NA,550,550,2860,4840,3930,1500,280,95.3,13950,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"NE",1988,7.1,47.5,118,76.9,78.2,166,174.7,101.9,35.9,7.3,70,1570,2780,4350,4420,9540,11600,6670,2140,350,98.1,34730,""," 1 Mar 2021"
"NE",1992,7.2,39.5,117.6,70.9,72.4,166.1,174.8,106.7,41,8.4,80,1310,2620,3940,4020,9240,10030,7090,2670,490,93.6,33520,""," 1 Mar 2021"
"NE",1996,5.2,35.6,102.3,61.9,62.9,145.1,174.7,114.9,44.9,9.1,70,1350,2510,3870,3930,8100,9510,7060,3080,580,87.9,32270,""," 1 Mar 2021"
"NE",2000,5.2,31.5,99.4,58.7,59.7,147.3,181.5,135.5,50.8,10.6,70,1240,2620,3860,3930,8730,9850,7400,3270,710,92.8,33890,""," 1 Mar 2021"
"NE",2005,4.4,27,78.4,48.2,49,139.9,200.7,136.9,61.8,10.8,50,1030,2100,3130,3180,9200,10610,7610,3370,690,96.9,34660,""," 1 Mar 2021"
"NE",2006,4,23.4,79.5,46.3,47.1,139.4,201.7,140,61,12.2,50,890,2100,2990,3040,9180,11010,7700,3350,750,98.4,35030,""," 1 Mar 2021"
"NE",2007,3.7,25.4,84.6,49.2,49.9,143,193.5,138,61,11.2,40,980,2190,3170,3210,9250,11020,7570,3360,660,98.9,35070,""," 1 Mar 2021"
"NE",2008,3.5,25.6,86.3,50.6,51.2,142,191,140.9,59.1,13.9,40,960,2270,3230,3270,9070,11380,7760,3250,790,100.4,35520,""," 1 Mar 2021"
"NE",2009,3.5,24.7,83.1,49,49.6,138.6,182.4,142.9,60.8,13.1,40,920,2190,3110,3150,8740,11250,8040,3310,720,99.5,35210,""," 1 Mar 2021"
"NE",2010,3.2,21.5,73.4,43.2,43.8,132.6,174.4,135.1,58.5,12.7,40,790,1930,2720,2760,8340,11020,7770,3180,690,95,33750,""," 1 Mar 2021"
"NE",2011,2.4,19.4,67.3,39.6,40.1,125.2,175,140.3,59.2,13.3,30,710,1800,2500,2530,7890,11010,8330,3180,730,94.3,33670,""," 1 Mar 2021"
"NE",2012,2.5,18.3,63.2,37.3,37.8,120.5,176.4,143.3,61.2,14.8,30,660,1680,2340,2370,7720,10920,8770,3290,820,94.5,33890,""," 1 Mar 2021"
"NE",2013,2.3,16.1,60.9,34.9,35.4,118.1,181.6,141.8,62.4,13.5,30,580,1600,2180,2210,7680,11060,8890,3430,740,94.2,34000,""," 1 Mar 2021"
"NE",2014,2.9,13.6,54.9,30.8,31.4,112.9,184.7,153.4,65.5,14,40,490,1430,1920,1960,7540,11090,9720,3670,760,95.7,34740,""," 1 Mar 2021"
"NE",2015,1.5,14.1,53.9,30.4,30.7,105.5,187.4,150.5,68.9,14.7,20,520,1390,1910,1930,7130,11120,9560,3980,790,94.6,34500,""," 1 Mar 2021"
"NE",2016,1.6,12,47,26.3,26.7,99.4,186.3,154.6,69.2,14.7,20,450,1220,1670,1690,6740,11120,9830,4130,790,93.3,34290,""," 1 Mar 2021"
"NE",2017,1.4,NA,NA,25.4,25.7,99.8,177,151.9,66.4,14,20,NA,NA,1620,1640,6680,10790,9540,4070,750,90.6,33460,""," 1 Mar 2021"
"NH",1988,6.1,61.2,121.7,88.1,89.1,167.9,174.5,109.3,39.8,7.6,40,1350,2150,3500,3540,7260,8890,5520,1860,300,101.1,27370,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, VT)"," 1 Mar 2021"
"NH",1992,5.9,31.3,104.9,61.5,62.7,138.2,174.3,116.8,44.8,9.2,40,630,1460,2090,2130,5550,7560,6190,2280,410,90.6,24130,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",1996,4.5,32.4,95.8,57.2,58.2,142.3,159.7,119.2,49.7,11,40,750,1420,2170,2210,4750,6360,5870,2810,560,84.4,22560,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2000,2.4,22.4,82.8,46.8,47.4,132.1,165.7,128.3,54.1,12.2,20,570,1430,2000,2030,4580,5910,5740,3010,690,81.5,21950,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2005,2,15.1,60.8,33.3,33.7,107.6,160,142.9,61.4,12,20,430,1150,1580,1600,4350,5350,5750,2940,690,77.5,20670,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2006,2.3,15.5,60.2,33.3,33.8,111.3,162.6,135.7,62.3,12.6,20,440,1140,1590,1610,4530,5570,5210,2950,700,77.9,20580,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2007,1.9,15.1,64.1,34.9,35.2,109.6,158.2,137.8,59.7,13.3,20,430,1240,1670,1690,4460,5570,5090,2770,720,77.7,20290,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
