"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","miscarriageslt15","miscarriages1517","miscarriages1819","miscarriages1519","miscarriageslt20","miscarriages2024","miscarriages2529","miscarriages3034","miscarriages3539","miscarriages40plus","populationlt15","population1517","population1819","population1519","populationlt20","population2024","population2529","population3034","population3539","population40plus","population1544","pregnancyratetotal","miscarriagestotal","pregnanciestotal","notes","versiondate"
"SD",2009,2.8,25.1,91.4,52.4,52.9,148.3,187.2,139.1,54.5,11.9,10,420,1060,1480,1490,4130,4930,3250,1230,280,NA,70,170,230,240,660,800,530,200,40,5187,16599,11629,28228,28228,27873,26319,23393,22513,23529,151855,100.9,2480,15320,""," 1 Mar 2021"
"SD",2010,3.4,21.5,81,46.4,47.1,141,189.9,135.1,54.2,10.9,20,350,950,1300,1320,3940,5070,3300,1220,250,NA,60,150,210,210,630,830,540,200,40,5296,16295,11741,28036,28036,27918,26674,24442,22417,23121,152608,98.9,2450,15090,""," 1 Mar 2021"
"SD",2011,3.1,20.3,82.1,46.6,47.2,134.8,188.5,135.4,57.3,13.2,20,330,980,1300,1320,3790,5050,3420,1270,310,NA,50,150,210,210,610,820,560,210,50,5255,16076,11911,27987,27987,28089,26763,25261,22127,23147,153374,98.7,2450,15140,""," 1 Mar 2021"
"SD",2012,2.1,21.5,75.9,44.4,44.8,134.1,192.4,139.9,56.5,11.2,10,350,890,1230,1240,3840,5190,3650,1270,260,NA,60,140,200,200,620,840,600,210,40,5232,16062,11665,27727,27727,28659,26951,26087,22406,23175,155005,99.7,2500,15450,""," 1 Mar 2021"
"SD",2013,3.1,18,68.4,39.1,39.7,129.7,196.3,140.9,61.7,11.9,20,290,790,1070,1090,3760,5280,3780,1420,270,NA,50,130,170,170,600,860,620,230,40,5296,15956,11502,27458,27458,28986,26923,26800,23034,23021,156222,99.9,2530,15610,""," 1 Mar 2021"
"SD",2014,2.5,18.8,59.5,35.8,36.3,124.2,195,148.7,62.8,11.7,10,300,680,980,1000,3600,5240,4040,1490,270,NA,50,110,160,160,580,850,660,240,40,5378,15966,11477,27443,27443,29011,26859,27175,23640,22788,156916,99.6,2540,15630,""," 1 Mar 2021"
"SD",2015,2.2,13.6,64.7,34.7,35.1,123.2,195.6,154.2,58.6,12.9,10,220,730,940,950,3580,5230,4160,1440,290,NA,30,120,150,150,580,860,680,230,50,5283,15937,11210,27147,27147,29056,26736,26962,24636,22376,156913,99.7,2540,15650,""," 1 Mar 2021"
"SD",2016,NA,16.1,56.4,32.7,33.1,115.7,193.7,152.6,61.7,14,NA,260,640,900,910,3370,5230,4130,1580,310,NA,40,100,140,140,540,850,680,260,50,5397,16065,11285,27350,27350,29123,27010,27098,25674,22075,158330,98.1,2530,15530,""," 1 Mar 2021"
"SD",2017,2.6,13,55.1,30.4,30.9,112,183.5,154.2,64.8,14.2,10,210,620,840,850,3240,5040,4210,1720,320,NA,30,100,130,130,520,820,690,280,50,5548,16211,11335,27546,27546,28966,27481,27299,26496,22444,160232,96,2500,15380,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"TN",1988,18.5,73,162.1,110.3,113.4,177.3,138.2,77.9,29.4,5.8,590,7810,12480,20290,20870,34090,29210,16180,5580,980,80,1110,1810,2920,3000,5140,4530,2510,830,140,31709,107021,76974,183995,183995,192302,211390,207715,190107,167904,1153413,92.7,16150,106920,""," 1 Mar 2021"
"TN",1992,18.6,69.6,171.1,111.3,115,182.1,143.1,83.7,32.4,6.1,630,7010,12040,19050,19680,35140,28620,17960,6790,1170,90,1040,1790,2830,2920,5290,4440,2790,1030,170,33906,100718,70370,171088,171088,192972,199989,214595,209581,192967,1181192,92.6,16630,109360,""," 1 Mar 2021"
"TN",1996,14.7,60,151.1,96.6,99.5,170.8,139.6,86.1,34.6,7.4,550,6720,11340,18060,18610,31900,28120,18820,7820,1590,80,1010,1720,2740,2820,4840,4370,2960,1200,240,37326,112002,75016,187018,187018,186759,201469,218597,225714,214954,1234511,86.6,16420,106860,""," 1 Mar 2021"
"TN",2000,10.5,49.6,143,88.4,90.4,182.1,152.9,99.3,39.8,7.7,400,5610,11470,17080,17480,35230,30460,20450,9130,1780,60,850,1740,2590,2650,5360,4730,3220,1410,270,38145,113091,80186,193277,193277,193447,199237,205980,229420,230150,1251511,91.5,17650,114530,""," 1 Mar 2021"
"TN",2005,8.5,39.2,134.9,77,78.7,172,155.3,104.3,45,8.8,350,4800,10790,15580,15940,35340,31270,21100,9470,2060,50,730,1660,2400,2450,5440,4900,3320,1480,310,41214,122479,79959,202438,202438,205455,201337,202205,210271,233034,1254740,91.8,17900,115170,""," 1 Mar 2021"
"TN",2006,7.3,40,134.6,77,78.4,175.6,157.1,106.3,47.8,9,300,5050,10900,15940,16240,35690,33060,21010,10240,2080,40,770,1660,2430,2470,5560,5150,3330,1590,320,41213,126192,80938,207130,207130,203297,210502,197632,214474,231661,1264696,93.6,18430,118330,""," 1 Mar 2021"
"TN",2007,7.7,38.8,134.6,76.8,78.2,180,158.1,110.6,46.3,9.4,310,4950,11250,16200,16510,36980,33810,21680,10080,2140,40,760,1740,2500,2540,5730,5300,3430,1580,330,40393,127416,83573,210989,210989,205412,213936,196038,217647,227648,1271670,95.3,18900,121200,""," 1 Mar 2021"
"TN",2008,7.2,39,129.5,75.7,77,176.4,156.1,110.1,46.3,9.5,290,4950,11240,16190,16480,36510,33480,21770,10130,2130,40,750,1730,2490,2530,5630,5240,3440,1580,320,40133,127039,86820,213859,213859,206981,214503,197701,218774,223537,1275355,94.5,18730,120500,""," 1 Mar 2021"
"TN",2009,5.6,35.1,119.4,69.9,71,164.4,151.6,105.8,45.8,9.8,230,4410,10580,14990,15220,34600,32180,21400,9920,2150,30,670,1640,2310,2340,5330,5040,3390,1550,330,40423,125859,88577,214436,214436,210457,212247,202288,216741,218781,1274950,90.6,17970,115470,""," 1 Mar 2021"
"TN",2010,5.7,30.3,108.3,62.6,63.6,152.8,148.8,105.4,45.1,10.3,230,3790,9530,13320,13550,32800,31360,21680,9570,2250,30,570,1480,2050,2080,5050,4930,3430,1500,340,40188,124869,88003,212872,212872,214701,210747,205710,212331,217910,1274271,87.3,17340,111200,""," 1 Mar 2021"
"TN",2011,4.5,27.2,103.4,58.2,59.1,146.8,149.6,107.2,46,10.3,180,3370,8760,12130,12310,32410,31590,22480,9470,2280,30,510,1360,1870,1900,5010,4970,3570,1480,350,40580,123729,84721,208450,208450,220834,211119,209838,205763,221073,1277077,86.6,17280,110540,""," 1 Mar 2021"
"TN",2012,4.5,25.3,97.8,54.6,55.5,144.6,149.1,109.2,47.2,10.1,190,3100,8120,11220,11410,32860,31620,23220,9610,2260,30,480,1260,1740,1760,5100,4980,3690,1510,350,40984,122629,83105,205734,205734,227177,212123,212615,203578,222624,1283851,86.4,17400,110980,""," 1 Mar 2021"
"TN",2013,4.2,22.1,89.9,49.3,50.1,138.8,149,112,47.7,10.6,170,2700,7360,10060,10230,31830,31880,24020,9710,2350,20,410,1150,1560,1580,4940,5030,3830,1530,360,41517,122337,81835,204172,204172,229358,213922,214572,203250,222449,1287723,85.4,17270,110020,""," 1 Mar 2021"
"TN",2014,3.7,19.3,89.2,46.7,47.4,137.1,149.2,115.6,50.5,10.7,160,2390,7120,9500,9660,31440,32710,24930,10370,2350,20,370,1110,1480,1500,4900,5170,3990,1630,360,42319,123805,79775,203580,203580,229418,219206,215585,205214,219399,1292402,86.2,17550,111460,""," 1 Mar 2021"
"TN",2015,2.9,18.1,82,42.8,43.3,134.1,147.3,116.7,51.8,11.1,120,2280,6480,8760,8870,30430,33340,25140,10800,2380,20,350,1020,1370,1380,4760,5280,4020,1710,370,41828,125777,79027,204804,204804,226994,226319,215309,208512,214773,1296711,85.6,17510,110970,""," 1 Mar 2021"
"TN",2016,2.7,15.8,76.1,39,39.5,127.9,141.5,118.8,53.1,11.5,110,2000,6050,8050,8160,28500,33260,25720,11300,2380,20,310,950,1260,1270,4460,5270,4120,1800,370,41172,126868,79451,206319,206319,222780,234996,216502,212909,207864,1301370,84,17280,109320,""," 1 Mar 2021"
"TN",2017,2.5,14.8,71.2,36.7,37.2,126.7,140.2,118.5,53.4,11.5,100,1870,5740,7610,7720,27940,33920,25900,11540,2370,20,290,900,1190,1210,4370,5380,4150,1830,370,41757,126690,80665,207355,207355,220496,241947,218472,216264,206207,1310741,83.5,17310,109390,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"TX",1988,15.5,74.9,176,116.3,119.2,215,177.4,106.3,44.3,9.7,1860,28800,47000,75800,77660,142520,136270,81010,28600,5250,270,4200,6790,10980,11250,21080,20770,12380,4230,720,119423,384493,267077,651570,651570,662859,768028,761753,646184,543118,4033512,116.8,70430,471300,""," 1 Mar 2021"
"TX",1992,15.4,77,189.3,121.9,125,225,174.6,110,47,10.8,1990,29450,48200,77650,79630,150910,128080,88730,34850,6860,290,4430,7160,11590,11880,22340,19570,13660,5220,960,128629,382275,254557,636832,636832,670776,733551,806622,741332,633814,4222927,115.8,73630,489060,""," 1 Mar 2021"
"TX",1996,13.3,72.1,176.6,112.4,115.2,211.1,176,109.6,48.5,11.2,2020,31750,48630,80380,82410,144280,129280,89380,40020,8200,310,4800,7260,12060,12370,21590,19770,13910,6090,1180,151943,440076,275351,715427,715427,683324,734675,815297,825560,732369,4506652,109.5,74910,493560,""," 1 Mar 2021"
"TX",2000,11.1,59.4,163.5,101.1,103.3,208.2,179.3,126.8,54.4,12.3,1760,28210,51910,80110,81870,156370,139650,98280,45650,10090,260,4350,7870,12220,12480,23520,21550,15340,7030,1470,158783,475039,317438,792477,792477,751055,779057,774843,839635,818923,4755990,111.8,81390,531920,""," 1 Mar 2021"
"TX",2005,7.7,49.7,145.4,87.2,88.8,191.4,182.2,132,63.6,14.2,1330,25440,47940,73370,74700,161440,147740,108610,51420,12200,200,3960,7370,11320,11530,24510,22830,17020,7960,1800,172427,511373,329665,841038,841038,843505,810798,822980,808021,859708,4986050,111.5,85640,556110,""," 1 Mar 2021"
"TX",2006,9,51.1,152.4,90.6,92.4,195.7,178.8,131.4,62.8,13.8,1580,26850,51260,78110,79690,166640,151140,108370,52620,11870,230,4130,7800,11930,12150,25410,23530,17080,8210,1790,176155,525891,336338,862229,862229,851616,845320,824461,837317,856934,5077877,112.3,88170,570310,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2007,8.5,51.2,151.2,90.1,91.8,194.4,177.4,132.5,63.1,14,1510,27460,51760,79220,80720,166040,154600,110080,54410,11840,220,4220,7910,12140,12350,25380,24140,17400,8500,1800,177133,536710,342229,878939,878939,854063,871577,831034,861877,847886,5145376,112.3,89580,577710,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2008,8.4,50.4,147.2,88.7,90.4,189.5,173.5,132.4,62.1,14.7,1490,27280,52090,79370,80860,163330,155410,111090,54560,12370,210,4200,7950,12150,12360,24870,24210,17540,8520,1880,177935,540809,353927,894736,894736,862114,895746,839275,878126,840021,5210018,110.9,89380,577620,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2009,8.1,47.3,140.3,84.5,86.1,181.5,170,130.1,62.1,15.5,1450,25820,51000,76820,78260,158790,154730,111740,55040,12980,210,3980,7790,11770,11980,24200,24100,17660,8590,1970,179095,545822,363604,909426,909426,874693,910067,859156,886544,840223,5280109,108.2,88500,571540,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2010,6.7,41.7,127.1,75.9,77.2,168.5,162.5,126.9,61.4,15.5,1220,22890,46500,69390,70610,150040,148910,112090,54420,13210,180,3540,7110,10650,10820,22830,23190,17690,8500,2000,181122,548341,365838,914179,914179,890241,916545,883021,886851,852552,5343389,102.8,85040,549280,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2011,5.8,36.5,115.2,67.7,68.9,155.7,157.6,125.5,61,15.7,1070,20060,41760,61820,62890,142160,146010,113770,53680,13780,150,3100,6400,9510,9660,21720,22820,18010,8410,2090,183811,550125,362428,912553,912553,913260,926676,906730,879925,876705,5415849,98.3,82700,532280,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2012,5.1,32.8,109.5,63.1,64.1,151.5,157.8,127.1,62.4,15.7,940,18170,39490,57670,58610,142040,147650,118240,55130,14080,130,2830,6090,8920,9050,21790,23090,18750,8660,2150,185882,553796,360725,914521,914521,937836,935884,930319,882956,897574,5499090,97.4,83500,535750,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2013,4.6,29.4,101.6,57.7,58.6,148.8,158.9,127.3,63.6,15.8,860,16430,36740,53170,54030,141940,150250,121220,56590,14380,130,2560,5680,8240,8370,21870,23560,19260,8900,2200,189805,559679,361664,921343,921343,953622,945812,952345,889916,909515,5572553,96.6,84160,538410,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2014,3.9,25.4,92.9,51.7,52.5,144,157.7,131.1,64.8,15.6,770,14490,33770,48260,49030,139460,152630,127660,58720,14260,110,2290,5290,7570,7690,21750,24160,20450,9340,2210,197332,569534,363611,933145,933145,968836,967861,973900,906248,917289,5667279,95.6,85590,541760,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2015,3.7,22.7,86.4,47.3,48,140.3,156.5,132.6,66,16.2,730,13270,31710,44970,45700,136440,155680,131270,61590,14910,110,2090,4970,7060,7170,21290,24660,21060,9800,2320,199015,584270,366883,951153,951153,972381,995015,990160,932757,919039,5760505,94.7,86290,545600,"Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents."," 1 Mar 2021"
"TX",2016,3.1,20.6,78.2,42.6,43.3,134.1,151.5,132.1,66.8,16.5,610,12290,28980,41270,41880,129860,154630,132640,64190,15070,90,1930,4530,6460,6550,20260,24480,21270,10220,2350,197323,597414,370770,968184,968184,968225,1020752,1003990,960515,914438,5836104,92.2,85120,538270,""," 1 Mar 2021"
"TX",2017,2.4,18,71.8,38.7,39.2,127.1,144.7,127.9,65.2,16.3,490,10890,27060,37960,38450,122600,150760,129520,64190,14920,70,1700,4210,5900,5970,19040,23790,20720,10200,2320,201194,603595,377030,980625,980625,964350,1041654,1012789,983894,917866,5901178,88.2,82040,520440,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"US",1973,13.5,65.1,145.1,96.5,99.3,172.6,152.6,78.5,34.5,10.2,28330,402490,580530,983020,1011350,1586180,1207010,521490,197700,59710,3740,58260,86020,144280,148030,244300,190480,81040,29500,8500,2091805,6183149,3999795,10182944,10182944,9190302,7911122,6645660,5738252,5879235,45547515,100.6,701850,4583430,""," 1 Mar 2021"
"US",1974,14.4,66.5,149.2,99,101.9,174.9,155.3,78.5,33.6,9.9,29920,417290,606270,1023560,1053490,1645130,1285080,543520,195990,57180,3860,59220,87960,147180,151040,250290,200760,83310,28550,7890,2083767,6275593,4064561,10340154,10340154,9407954,8275807,6923055,5830988,5791413,46569371,102.7,721850,4780380,""," 1 Mar 2021"
"US",1975,15.2,68,151.5,101.2,104.3,173.3,153.6,77.7,33.3,10,32100,427860,631600,1059470,1091570,1677450,1329790,557610,197200,57010,4070,59560,89690,149250,153310,251920,206050,84830,28420,7720,2117832,6294514,4170316,10464830,10464830,9677341,8659553,7172719,5930668,5699843,47604954,103.2,732260,4910620,""," 1 Mar 2021"
"US",1976,15.3,67.7,151.5,101.4,104.4,175.8,153.6,80.3,33.2,9.7,31880,428170,645100,1073270,1105150,1741700,1406660,587700,201980,55380,3980,58520,89850,148360,152350,257570,216250,89050,28880,7380,2080813,6327970,4258081,10586051,10586051,9905380,9160720,7319711,6076797,5690917,48739576,104.6,751490,5098580,""," 1 Mar 2021"
"US",1977,15.2,69.7,157.2,105,107.9,184.1,162.4,84.3,34,9.8,31150,440500,671050,1111550,1142700,1870720,1488090,669100,213830,55890,3870,59480,92400,151880,155760,274290,227670,101460,30430,7400,2048706,6318649,4269247,10587896,10587896,10159234,9163161,7933036,6286763,5716801,49846891,109.1,797000,5440330,""," 1 Mar 2021"
"US",1978,14.7,68.6,160.7,105.8,108.6,183.6,161,86.8,33.7,9.1,29750,431240,686090,1117330,1147080,1906100,1507880,712560,224270,52610,3680,57630,93350,150980,154660,276880,229370,107900,31860,6950,2020419,6290582,4270193,10560775,10560775,10379853,9364039,8210339,6654432,5783459,50952897,108.9,807620,5550500,""," 1 Mar 2021"
"US",1979,15.9,70.7,166.3,109.8,112.8,190.1,165.9,89.9,33.9,8.9,30890,438540,714740,1153290,1184180,2005020,1592610,771960,234700,52250,3780,58060,96730,154800,158580,290330,241990,117180,33620,6950,1944733,6203591,4298268,10501859,10501859,10545941,9602461,8582461,6920599,5885920,52039241,112.2,848650,5840710,""," 1 Mar 2021"
"US",1980,16,72.8,165.6,111.4,114.3,194.3,167.9,91.8,34,8.9,29300,441630,715260,1156900,1186190,2076150,1660930,824010,243230,53480,3590,58170,97200,155370,158960,300210,251750,124940,34910,7070,1834373,6063517,4317959,10381476,10381476,10683418,9893642,8971518,7159225,5989903,53079182,113.9,877840,6043990,""," 1 Mar 2021"
"US",1981,16,71.9,163.5,110.4,113.2,191.1,167.8,92.7,34.6,8.7,28540,420480,694180,1114650,1143200,2065190,1698440,876860,252790,53680,3470,55260,94020,149280,152750,297930,256970,132570,36260,7110,1787423,5850487,4245456,10095943,10095943,10804753,10119606,9462608,7304735,6138271,53925916,112.9,883580,6090160,""," 1 Mar 2021"
"US",1982,16,72,161.8,110.3,113.2,190.1,167.5,95.9,35.8,8.8,28000,404700,677530,1082230,1110230,2054380,1738070,906310,283140,55820,3430,53260,91830,145090,148520,296400,262730,137420,41010,7430,1747627,5621500,4187164,9808664,9808664,10804454,10374756,9447092,7907582,6356780,54699328,112.4,893500,6147960,""," 1 Mar 2021"
"US",1983,16.8,72.3,159.6,109.8,112.9,185.4,164,97,37.1,8.5,29910,392360,652360,1044720,1074630,1995630,1735100,933290,303380,57180,3610,51370,88090,139460,143060,286900,262070,141620,43980,7660,1781277,5427874,4087116,9514990,9514990,10761766,10578226,9617943,8184373,6700781,55358079,110.2,885290,6099220,""," 1 Mar 2021"
"US",1984,16.9,70.5,160.6,108.5,111.8,185,164.2,99.6,38.1,8.3,30790,379150,628350,1007500,1038290,1976470,1761090,978700,325990,57320,3710,49630,84660,134290,137990,283460,266070,148840,47430,7750,1819189,5374662,3912650,9287312,9287312,10686406,10724231,9827177,8560124,6945240,56030490,109.5,891550,6137870,""," 1 Mar 2021"
"US",1985,16.8,71.3,164.5,109.6,113,187.1,167.1,102.1,39.6,8.3,31150,385680,619580,1005260,1036410,1972770,1808230,1029360,353460,59840,3760,50320,83570,133890,137650,283100,273600,156880,51620,8120,1852720,5407694,3766691,9174385,9174385,10541228,10822318,10080689,8925956,7170940,56715516,110.4,910970,6260080,""," 1 Mar 2021"
"US",1986,17.4,70,162.9,107.3,110.5,185.9,165.7,103.4,40.1,8.4,29690,386220,601340,987560,1017250,1907420,1809550,1065250,378360,61420,3620,50440,81330,131770,135390,273590,273550,162420,55340,8410,1706185,5515114,3690860,9205974,9205974,10258271,10919802,10297349,9426229,7322167,57429792,108.6,908710,6239260,""," 1 Mar 2021"
"US",1987,17.5,71,160.5,107.2,110.3,186.7,167.7,106.1,42.6,8.8,28290,386480,593160,979640,1007930,1861500,1827250,1118740,400960,69910,3510,50820,80260,131090,134600,267030,276670,170860,58990,9640,1613681,5443958,3695079,9139037,9139037,9971180,10896027,10545283,9418414,7930957,57900898,108.6,917790,6286290,""," 1 Mar 2021"
"US",1988,17.8,74,164.7,112,115.1,191.2,172.2,109.5,44.8,9.4,27940,388200,622980,1011180,1039120,1852890,1865780,1176300,429950,77200,3500,51350,84060,135410,138920,265490,282280,179990,63590,10720,1573268,5247155,3782018,9029173,9029173,9689485,10836512,10746302,9600215,8217866,58119553,110.8,940980,6441240,""," 1 Mar 2021"
"US",1989,17.4,74.8,167.8,115.5,118.6,195.7,176.2,112.9,47.1,9.9,28030,372200,648660,1020870,1048900,1853840,1892500,1229140,463060,85270,3590,50300,88560,138850,142440,266490,286870,188320,68810,11930,1607510,4973809,3866709,8840518,8840518,9473435,10740377,10889528,9822428,8600695,58366981,112.6,964880,6572710,""," 1 Mar 2021"
"US",1990,17.7,74.6,173.3,117.6,120.8,202.1,181.7,117.7,49.7,10.3,28050,364730,652750,1017470,1045530,1898570,1925080,1296380,500680,93090,3610,49820,90110,139940,143550,272030,291110,198400,74390,13030,1588139,4889075,3766434,8655509,8655509,9396251,10594790,11016736,10081427,9013701,58758414,115,992500,6759340,""," 1 Mar 2021"
"US",1991,16.8,73.2,175,115.9,119.2,200.5,177.1,115.5,49.8,10.3,28130,357630,616700,974330,1002460,1894590,1843330,1290850,516470,97550,3650,49620,86190,135810,139460,271300,278480,197790,77040,13760,1669829,4883309,3524000,8407309,8407309,9451344,10411205,11173905,10368115,9493097,59304975,112.1,977830,6645250,""," 1 Mar 2021"
"US",1992,17.1,70.6,172,111.6,115.1,198,175.3,115.9,50.3,10.9,28990,352820,583530,936350,965340,1864070,1786930,1303520,535850,104120,3750,49120,81950,131070,134820,266780,269650,199890,80050,14710,1694021,4995378,3393192,8388570,8388570,9416575,10190665,11248013,10658975,9514699,59417497,110.4,965900,6559840,""," 1 Mar 2021"
"US",1993,16.5,69.7,166.6,108.6,112,194,172,115.9,50.5,11.2,28930,354800,567840,922640,951570,1809660,1715370,1307730,551470,109000,3770,49580,79850,129430,133200,258890,258570,200810,82590,15490,1756111,5088398,3407739,8496137,8496137,9327766,9973140,11280250,10921695,9713442,59712430,107.9,949550,6444790,""," 1 Mar 2021"
"US",1994,15.6,68.1,161.8,105.1,108.5,188.2,168.2,116,51.1,11.6,28970,357360,556170,913520,942490,1725020,1649680,1307590,568110,115720,3810,50230,78770,129000,132810,247860,248960,201280,85430,16520,1855341,5250775,3438255,8689030,8689030,9167765,9807053,11272906,11119908,9963657,60020319,105.1,932850,6308620,""," 1 Mar 2021"
"US",1995,14.4,64.4,155.3,100.1,103.1,182.9,164.9,116.2,51.5,11.8,26800,349360,544120,893480,920280,1643830,1611690,1296580,581840,120680,3550,49260,77410,126670,130220,237220,243200,200110,87780,17330,1861094,5425835,3503296,8929131,8929131,8985933,9772603,11158289,11292067,10229742,60367765,102.3,915860,6174890,""," 1 Mar 2021"
"US",1996,13.1,60.7,150.9,96.1,98.8,183.6,165.3,117.6,52.7,12.2,24970,338800,544590,883390,908370,1609910,1630800,1286540,602690,127660,3280,47680,77310,125000,128280,232280,245640,198590,91110,18410,1910873,5583467,3609756,9193223,9193223,8770360,9864844,10939564,11434008,10502500,60704499,101.6,914310,6165970,""," 1 Mar 2021"
"US",1997,11.9,56.9,146,91.8,94.3,181.7,164.7,118.7,53.3,12.4,22940,326160,539240,865400,888330,1595140,1626830,1268580,612900,133780,3010,46030,76570,122600,125610,230650,245120,195940,92960,19390,1919627,5731971,3693195,9425166,9425166,8780930,9879052,10689731,11489996,10776282,61041157,100.4,909680,6125570,""," 1 Mar 2021"
"US",1998,11.6,54.2,141.7,89.2,91.4,181.8,166.8,121.6,54.9,12.8,21840,313800,545900,859700,881550,1618280,1639580,1268900,631040,141420,2850,44280,77960,122240,125080,234850,247510,196210,95990,20570,1890315,5789125,3851870,9640995,9640995,8901215,9827358,10439160,11499408,11017366,61325502,100.8,920210,6180760,""," 1 Mar 2021"
"US",1999,10.6,50.8,138,86.1,88.2,180.6,168.1,124.2,56.1,13,20640,295130,545420,840550,861190,1643410,1629760,1273090,644170,145930,2700,41700,77990,119690,122390,238670,246180,196860,98040,21220,1955887,5808567,3953002,9761569,9761569,9098615,9695967,10249123,11474154,11195450,61474878,100.8,923360,6197570,""," 1 Mar 2021"
"US",2000,10.1,48.4,135.9,83.8,85.8,181.2,171.5,129.5,58.5,13.7,19830,283430,542630,826070,845890,1694240,1635190,1320250,664310,155000,2580,40060,77670,117730,120310,246550,247520,204500,101490,22690,1972309,5861766,3993166,9854932,9854932,9349814,9532373,10195193,11357751,11351556,61641619,102.4,943060,6314870,""," 1 Mar 2021"
"US",2001,9.3,44.4,130.9,79.2,81,175.6,170.8,130.4,59.4,13.9,18380,263380,521010,784390,802770,1699170,1589120,1338820,661420,159910,2380,37150,74690,111850,114230,247340,240670,207410,101200,23440,1979876,5927625,3981272,9908897,9908897,9676950,9303113,10263930,11141510,11500919,61795319,101.2,934290,6251220,""," 1 Mar 2021"
"US",2002,8.6,42,124.4,74.8,76.5,170.6,171.7,131.4,60.8,14.4,17360,252070,494480,746550,763910,1692180,1587850,1349660,662590,165770,2240,35530,71020,106550,108790,246750,240750,209170,101500,24280,2015047,6007814,3974065,9981879,9981879,9916245,9248586,10270193,10903446,11536009,61856358,100.6,931250,6221970,""," 1 Mar 2021"
"US",2003,8,40.5,119.9,72.2,73.8,168.3,173.5,135,63.5,14.9,16480,245290,482750,728040,744520,1698750,1615210,1375690,676860,171910,2100,34520,69360,103870,105980,248280,245600,213750,104050,25340,2058247,6060479,4026088,10086567,10086567,10093723,9307104,10193818,10660101,11546602,61887915,101.5,942990,6282940,""," 1 Mar 2021"
"US",2004,7.5,39.2,117.5,70.5,72.1,165.6,172.6,135.2,65.5,15.1,16070,240740,481270,722010,738070,1687680,1635870,1357590,684480,175080,2080,34070,69320,103390,105470,247470,249120,211200,105460,25900,2147180,6146458,4096335,10242793,10242793,10190641,9479080,10041145,10453320,11562414,61969393,101.3,944620,6278770,""," 1 Mar 2021"
"US",2005,7.4,37.8,116,68.7,70.2,164.7,172,135.6,66.8,15.4,15720,239050,477480,716530,732250,1684190,1670590,1333930,695470,176410,2040,33840,68990,102830,104870,247690,254740,207690,107150,26150,2122621,6318562,4116227,10434789,10434789,10222806,9712544,9835154,10411620,11453723,62070636,101.4,948290,6292840,""," 1 Mar 2021"
"US",2006,7.1,38.5,119.9,70.5,71.9,170.4,174.4,138.8,68.5,15.9,14960,247700,499310,747020,761970,1744710,1746750,1334610,718640,178180,1940,35150,72350,107500,109440,256830,266240,207720,110660,26430,2102559,6434123,4163170,10597293,10597293,10238784,10014422,9611918,10489448,11238163,62190028,104.3,977310,6484870,""," 1 Mar 2021"
"US",2007,7,38.1,119.2,70.2,71.5,168.8,173.2,140.4,68.3,16.1,14520,247000,506100,753110,767630,1733340,1772010,1342380,717600,177120,1880,35230,73680,108910,110790,255970,270950,209480,110680,26330,2074283,6484493,4246833,10731326,10731326,10270163,10229259,9559334,10502839,10999163,62292084,104.5,984210,6510080,""," 1 Mar 2021"
"US",2008,6.7,37,113.8,68.2,69.5,164.3,169.3,139.2,67.4,16.5,13700,237590,499350,736930,750640,1699260,1759840,1339470,704000,177610,1770,33930,72590,106520,108290,250130,268690,208740,108440,26480,2046376,6416594,4388554,10805148,10805148,10339566,10393532,9625879,10437809,10757924,62359858,103.1,970770,6430820,""," 1 Mar 2021"
